,Company,Country,Location,Date,Rocket,Mission
3257,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",27/05/2006,Ariane 5 ECA,Satmex-6 & Thaicom-5
3258,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",21/06/2006,Delta II 7925,MiTEx
3259,VKS RF,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",25/06/2006,Tsyklon-2,Cosmos 2421
3260,Boeing,USA,"SLC-6, Vandenberg AFB, California, USA",28/06/2006,"Delta IV Medium+ (4,2)",NROL-22
3261,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",04/07/2006,Space Shuttle Discovery,STS-121
3262,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",12/07/2006,Dnepr,Genesis 1
3263,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",21/07/2006,Molniya-M /Block 2BL,Cosmos 2422
3264,Kosmotras,Kazakhstan,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",26/07/2006,Dnepr,BelKa 1 & Others
3265,Eurockot,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",28/07/2006,Rokot/Briz KM,KompSat-2
3266,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",11/08/2006,Ariane 5 ECA,JCSAT-10 & Syracuse 3B
3267,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09/09/2006,Long March 2C,Shijian-8
3268,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",09/09/2006,Space Shuttle Atlantis,STS-115
3269,CASC,China,"LC-2, Xichang Satellite Launch Center, China",12/09/2006,Long March 3A,Chinasat-22A
3270,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",25/09/2006,Delta II 7925,GPS IIRM-2
3271,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",13/10/2006,Ariane 5 ECA,"DirecTV-9S, Optus D1, LDREX-2"
3272,CASC,China,"LC-7, Taiyuan Satellite Launch Center, China",23/10/2006,Long March 4B,Shijian-6C & 6D
3273,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",26/10/2006,Delta II 7925-10L,STEREO
3274,CASC,China,"LC-2, Xichang Satellite Launch Center, China",28/10/2006,Long March 3B,SinoSat 2
3275,Boeing,USA,"SLC-6, Vandenberg AFB, California, USA",04/11/2006,Delta IV Medium,DMSP F17
3276,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",17/11/2006,Delta II 7925,GPS IIRM-3
3277,CASC,China,"LC-2, Xichang Satellite Launch Center, China",08/12/2006,Long March 3A,Fengyun-2D
3278,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",08/12/2006,Ariane 5 ECA,WildBlue-1 & AMC-18
3279,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",10/12/2006,Space Shuttle Discovery,STS-116
3280,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",14/12/2006,Delta II 7920-10C,NROL-21
3281,Northrop,USA,"LP-0B, Wallops Flight Facility, Virginia, USA",16/12/2006,Minotaur I,TacSat-2 & GeneSat-1
3282,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",19/12/2006,Cosmos-3M (11K65M),SAR-Lupe 1
3283,CASC,China,"LC-2, Xichang Satellite Launch Center, China",02/02/2007,Long March 3A,Beidou-1D
3284,ULA,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",17/02/2007,Delta II 7925-10C,THEMIS
3285,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",09/03/2007,Atlas V 401,"STP-1, FalconSat-3"
3286,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",11/03/2007,Ariane 5 ECA,Skynet 5A & INSAT-4B
3287,SpaceX,USA,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",21/03/2007,Falcon 1,DemoSat
3288,CASC,China,"LC-7, Taiyuan Satellite Launch Center, China",11/04/2007,Long March 2C,Haiyang-1B
3289,CASC,China,"LC-2, Xichang Satellite Launch Center, China",13/04/2007,Long March 3A,Compass-M1
3290,Kosmotras,Kazakhstan,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",17/04/2007,Dnepr,EgyptSat 1 & Others
3291,Northrop,USA,"LP-0B, Wallops Flight Facility, Virginia, USA",24/04/2007,Minotaur I,NFIRE
3292,Northrop,USA,"Stargazer, Vandenberg AFB, California, USA",25/04/2007,Pegasus XL,AIM
3293,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",04/05/2007,Ariane 5 ECA,Astra 1L & Galaxy 17
3294,CASC,China,"LC-2, Xichang Satellite Launch Center, China",13/05/2007,Long March 3B/E,NIGCOMSAT-1
3295,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",25/05/2007,Long March 2D,Yaogan 2 & ZDPS-1
3296,CASC,China,"LC-2, Xichang Satellite Launch Center, China",31/05/2007,Long March 3A,SinoSat 3
3297,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",08/06/2007,Delta II 7420-10C,COSMO-SkyMed
3298,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",08/06/2007,Space Shuttle Atlantis,STS-117
3299,Kosmotras,Kazakhstan,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",15/06/2007,Dnepr,TerraSAR-X
3300,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",15/06/2007,Atlas V 401,NROL-30 & NOSS-3
3301,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",28/06/2007,Dnepr,Genesis 2
3302,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",29/06/2007,Zenit-2,Cosmos 2428
3303,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",02/07/2007,Cosmos-3M (11K65M),SAR-Lupe 2
3304,CASC,China,"LC-2, Xichang Satellite Launch Center, China",05/07/2007,Long March 3B,Chinasat-6B
3305,ULA,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",04/08/2007,Delta II 7925,Phoenix
3306,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",08/08/2007,Space Shuttle Endeavour,STS-118
3307,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",14/08/2007,Ariane 5 ECA,Spaceway-3 & BSat-3A
3308,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",11/09/2007,Cosmos-3M (11K65M),Cosmos 2429
3309,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",18/09/2007,Delta II 7920-10C,DigitalGlobe WorldView-1
3310,CASC,China,"LC-7, Taiyuan Satellite Launch Center, China",19/09/2007,Long March 4B,CBERS-2B
3311,ULA,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",27/09/2007,Delta II 7925H,Dawn
3312,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",05/10/2007,Ariane 5 GS,Intelsat 11 & Optus D2
3313,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",11/10/2007,Atlas V 421,WSG-1
3314,ULA,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",17/10/2007,Delta II 7925,GPS IIRM-4
3315,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",23/10/2007,Space Shuttle Discovery,STS-120
3316,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",23/10/2007,Molniya-M /Block 2BL,Cosmos 2430
3317,CASC,China,"LC-3, Xichang Satellite Launch Center, China",24/10/2007,Long March 3B,Chang'e 1
3318,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",01/11/2007,Cosmos-3M (11K65M),SAR-Lupe 3
3319,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",11/11/2007,Delta IV Heavy,DSP-23
3320,CASC,China,"LC-7, Taiyuan Satellite Launch Center, China",11/11/2007,Long March 4C,Yaogan 3
3321,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",14/11/2007,Ariane 5 ECA,Skynet 5B & Star One C1
3322,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",09/12/2007,Delta II 7420-10C,COSMO-2
3323,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",10/12/2007,Atlas V 401,NROL-24
3324,ULA,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",20/12/2007,Delta II 7925,GPS IIRM-5
3325,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",21/12/2007,Ariane 5 GS,Rascom-QAF1 & Horizons-2
3326,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",07/02/2008,Space Shuttle Atlantis,STS-122
3327,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",09/03/2008,Ariane 5 ES,Jules Verne ATV
3328,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",11/03/2008,Space Shuttle Endeavour,STS-123
3329,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",13/03/2008,Atlas V 411,NROL-28
3330,ULA,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",15/03/2008,Delta II 7925,GPS IIRM-6
3331,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",27/03/2008,Cosmos-3M (11K65M),SAR-Lupe 4
3332,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",14/04/2008,Atlas V 421,ICO G1
3333,Northrop,USA,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",15/04/2008,Pegasus XL,C/NOFS
3334,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",18/04/2008,Ariane 5 ECA,Star One C2 & Vinasat-1
3335,CASC,China,"LC-2, Xichang Satellite Launch Center, China",25/04/2008,Long March 3C,Tianlian I-01
3336,Land Launch,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",28/04/2008,Zenit-3 SLB,AMOS 3
3337,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",23/05/2008,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi"
3338,CASC,China,"LC-7, Taiyuan Satellite Launch Center, China",27/05/2008,Long March 4C,Fengyun-3A
3339,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",31/05/2008,Space Shuttle Discovery,STS-124
3340,CASC,China,"LC-2, Xichang Satellite Launch Center, China",09/06/2008,Long March 3B,ChinaSat 9
3341,ULA,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",11/06/2008,Delta II 7920H-10C,GLAST
3342,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",12/06/2008,Ariane 5 ECA,Skynet 5C & Turksat 3A
3343,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",19/06/2008,Cosmos-3M (11K65M),Orbcomm Satellites
3344,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",20/06/2008,Delta II 7320-10C,Jason-2
3345,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",07/07/2008,Ariane 5 ECA,ProtoStar-1 & Badr-6
3346,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",22/07/2008,Cosmos-3M (11K65M),SAR-Lupe 5
3347,SpaceX,USA,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",03/08/2008,Falcon 1,Flight 3
3348,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",14/08/2008,Ariane 5 ECA,Superbird-7 & AMC-21
3349,Kosmotras,Kazakhstan,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",29/08/2008,Dnepr,RapidEye 1 to 5
3350,CASC,China,"LC-7, Taiyuan Satellite Launch Center, China",06/09/2008,Long March 2C/SMA,Huanjing-1A & 1B
3351,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",06/09/2008,Delta II 7420-10C,GeoEye-1
3352,CASC,China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",28/09/2008,Long March 2F/G,Shenzhou 7
3353,SpaceX,USA,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",28/09/2008,Falcon 1,RatSat
3354,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",01/10/2008,Dnepr,THEOS 1
3355,Northrop,USA,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",19/10/2008,Pegasus XL,IBEX
3356,CASC,China,"LC-9, Taiyuan Satellite Launch Center, China",25/10/2008,Long March 4B,Shijian-6E & F
3357,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",25/10/2008,Delta II 7420-10C,COSMO-3
3358,CASC,China,"LC-2, Xichang Satellite Launch Center, China",29/10/2008,Long March 3B/E,VENESAT 1
3359,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",05/11/2008,Long March 2D,Shiyan-3 & Chuangxin-1(02)
3360,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",05/11/2008,Long March 2D,Shiyan-3 & Chuangxin-1(02)
3361,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",15/11/2008,Space Shuttle Endeavour,STS-126
3362,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",02/12/2008,Molniya-M /Block 2BL,Cosmos 2446
3363,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",20/12/2008,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M
3364,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",18/01/2009,Delta IV Heavy,NROL-26
3365,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",30/01/2009,Tsyklon-3,Koronas Foton
3366,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",06/02/2009,Delta II 7320-10C,NOAA-N Prime
3367,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",12/02/2009,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B"
3368,Northrop,USA,"SLC-576E, Vandenberg AFB, California, USA",24/02/2009,Minotaur C (Taurus),Orbiting Carbon Observatory
3369,Land Launch,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",26/02/2009,Zenit-3 SLB,Telstar-11N
3370,ULA,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",07/03/2009,Delta II 7925-10L,Kepler
3371,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",15/03/2009,Space Shuttle Discovery,STS-119
3372,Eurockot,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",17/03/2009,Rokot/Briz KM,GOCE
3373,ULA,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",24/03/2009,Delta II 7925,GPS IIRM-7
3374,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",04/04/2009,Atlas V 421,WGS-2
3375,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",05/05/2009,Delta II 7920-10C,STSS-ATRR
3376,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",11/05/2009,Space Shuttle Atlantis,STS-125
3377,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",14/05/2009,Ariane 5 ECA,Herschel Space Observatory & Planck
3378,Northrop,USA,"LP-0B, Wallops Flight Facility, Virginia, USA",19/05/2009,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6
3379,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",18/06/2009,Atlas V 421,LRO/LCROSS
3380,Land Launch,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",21/06/2009,Zenit-3 SLB,MEASAT 3a
3381,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",27/06/2009,"Delta IV Medium+ (4,2)",GOES-O
3382,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",01/07/2009,Ariane 5 ECA,TerreStar-1
3383,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",06/07/2009,Rokot/Briz KM,Cosmos 2451 to 2453
3384,SpaceX,USA,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",14/07/2009,Falcon 1,RazakSat
3385,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",15/07/2009,Space Shuttle Endeavour,STS-127
3386,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",21/07/2009,Cosmos-3M (11K65M),Cosmos 2454
3387,Kosmotras,Kazakhstan,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",29/07/2009,Dnepr,DubaiSat 1 & Others
3388,ULA,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",17/08/2009,Delta II 7925,GPS IIRM-8
3389,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",21/08/2009,Ariane 5 ECA,JCSAT-12 & Optus D3
3390,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",28/08/2009,Space Shuttle Discovery,STS-128
3391,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",08/09/2009,Atlas V 401,PAN
3392,ULA,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",25/09/2009,Delta II 7920-10C,STSS Demo
3393,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",01/10/2009,Ariane 5 ECA,Amazonas 2 & COMSATBw-1
3394,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",08/10/2009,Delta II 7920-10C,WorldView-2
3395,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",18/10/2009,Atlas V 401,DMSP-5D3-F18
3396,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",28/10/2009,Ares 1-X,Ares 1-X Test Flight
3397,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",29/10/2009,Ariane 5 ECA,NSS-12 & Thor-6
3398,Eurockot,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",02/11/2009,Rokot/Briz KM,SMOS and Proba-2
3399,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",16/11/2009,Space Shuttle Atlantis,STS-129
3400,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",23/11/2009,Atlas V 431,Intersat 14
3401,Land Launch,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",30/11/2009,Zenit-3 SLB,Intelsat 15
3402,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",06/12/2009,"Delta IV Medium+ (5,4)",WGS-3
3403,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",14/12/2009,Delta II 7320-10C,WISE
3404,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",18/12/2009,Ariane 5 GS,Helios 2B
3405,Roscosmos,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",03/02/2010,Soyuz U,Soyuz-U
3406,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",08/02/2010,Space Shuttle Endeavour,STS-130
3407,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",11/02/2010,Atlas V 401,SDO
3408,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",04/03/2010,"Delta IV Medium+ (4,2)",GOES 15
3409,Roscosmos,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",02/04/2010,Soyuz FG,Soyuz TMA-18
3410,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",05/04/2010,Space Shuttle Discovery,STS-131
3411,Kosmotras,Kazakhstan,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",08/04/2010,Dnepr,CryoSat-2
3412,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",22/04/2010,Atlas V 501,OTV-1
3413,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",27/04/2010,Cosmos-3M (11K65M),Cosmos 2463
3414,Roscosmos,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",28/04/2010,Soyuz U,Progress M-05M
3415,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",14/05/2010,Space Shuttle Atlantis,STS-132
3416,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",21/05/2010,Ariane 5 ECA,Astra 3B  & COMSATBw-2
3417,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",28/05/2010,"Delta IV Medium+ (4,2)",GPS IIF-1
3418,Eurockot,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",02/06/2010,Rokot/Briz KM,SERVIS-2
3419,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",04/06/2010,Falcon 9 v1.0,Flight 1
3420,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",15/06/2010,Dnepr,Picard & Others
3421,Kosmotras,Kazakhstan,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",21/06/2010,Dnepr,TanDEM-X
3422,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",26/06/2010,Ariane 5 ECA,"Arabsat-5A, COMS-1"
3423,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",04/08/2010,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R"
3424,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",14/08/2010,Atlas V 531,AEHF-1
3425,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",08/09/2010,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12"
3426,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",21/09/2010,Atlas V 501,NROL-41
3427,Northrop,USA,"SLC-8, Vandenberg AFB, California, USA",26/09/2010,Minotaur IV,SBSS
3428,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",30/09/2010,Molniya-M /Block 2BL,Cosmos 2469
3429,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",28/10/2010,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B"
3430,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",06/11/2010,Delta II 7420-10C,COSMO-4
3431,Northrop,USA,"LP-1, Pacific Spaceport Complex, Alaska, USA",20/11/2010,Minotaur IV,STP-S26
3432,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",21/11/2010,Delta IV Heavy,NROL-32
3433,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",26/11/2010,Ariane 5 ECA,"Intelsat 17, HYLAS-1"
3434,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",08/12/2010,Falcon 9 v1.0,COTS-1
3435,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",29/12/2010,Ariane 5 ECA,"Koreasat 6, Hispasat-1E"
3436,Roscosmos,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",20/01/2011,Zenit-3 SLBF,Elektro-L nâ Â­1
3437,ULA,USA,"SLC-6, Vandenberg AFB, California, USA",20/01/2011,Delta IV Heavy,NROL-49
3438,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",01/02/2011,Rokot/Briz KM,Cosmos 2470
3439,Northrop,USA,"SLC-8, Vandenberg AFB, California, USA",06/02/2011,Minotaur I,NROL-66
3440,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",15/02/2011,Ariane 5 ES,Johannes Kepler ATV
3441,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",24/02/2011,Space Shuttle Discovery,STS-133
3442,Northrop,USA,"SLC-576E, Vandenberg AFB, California, USA",04/03/2011,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]"
3443,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",05/03/2011,Atlas V 501,OTV-2
3444,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",11/03/2011,"Delta IV Medium+ (4,2)",NROL-27
3445,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",15/04/2011,Atlas V 411,NROL-34
3446,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",22/04/2011,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)"
3447,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",07/05/2011,Atlas V 401,SBIRS GEO-1
3448,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",16/05/2011,Space Shuttle Endeavour,STS-134
3449,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",20/05/2011,Ariane 5 ECA,"ST-2, GSAT-8"
3450,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",10/06/2011,Delta II 7320-10C,SAC-D
3451,Northrop,USA,"LP-0B, Wallops Flight Facility, Virginia, USA",30/06/2011,Minotaur I,ORS-1
3452,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",08/07/2011,Space Shuttle Atlantis,STS-135
3453,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",16/07/2011,"Delta IV Medium+ (4,2)",GPS IIF-2
3454,Roscosmos,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",18/07/2011,Zenit-3 SLBF,Spektr-R
3455,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",05/08/2011,Atlas V 551,Juno
3456,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",06/08/2011,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)"
3457,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",17/08/2011,Dnepr,Sich 2 & Others
3458,ULA,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/09/2011,Delta II 7920H-10C,GRAIL
3459,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",21/09/2011,Ariane 5 ECA,"Arabsat-5C, SES-2"
3460,Northrop,USA,"LP-1, Pacific Spaceport Complex, Alaska, USA",27/09/2011,Minotaur IV,TacSat-4
3461,CASC,China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",29/09/2011,Long March 2F/T,Tiangong-1
3462,Land Launch,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",05/10/2011,Zenit-3 SLB,Intelsat 18
3463,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",21/10/2011,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02
3464,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",28/10/2011,Delta II 7920-10C,Suomi NPP / ELaNa III
3465,CASC,China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",31/10/2011,Long March 2F/G,Shenzhou 8
3466,Roscosmos,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",08/11/2011,Zenit-2 FG,Fobos-Grunt & Yinghuo 1
3467,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",26/11/2011,Atlas V 541,Mars Science Laboratory
3468,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",17/12/2011,Soyuz ST-A/Fregat,"Pl??iades 1A, SSOT, Elisa"
3469,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",20/01/2012,"Delta IV Medium+ (5,4)",WGS-4
3470,ESA,France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",13/02/2012,Vega,"Lares, AlmaSat-1 & 7 cubesats"
3471,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",24/02/2012,Atlas V 551,MUOS-1
3472,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",23/03/2012,Ariane 5 ES,Edoardo Amaldi ATV
3473,ULA,USA,"SLC-6, Vandenberg AFB, California, USA",03/04/2012,"Delta IV Medium+ (5,2)",NROL-25
