,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Columna
1405,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",25/06/1975,12:59:00,Voskhod,Cosmos 746,Retired,,Success,
1406,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",27/06/1975,13:00:00,Voskhod,Cosmos 747,Retired,,Success,
1407,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",03/07/1975,13:40:00,Voskhod,Cosmos 748,Retired,,Success,
1408,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",04/07/1975,00:56:00,Cosmos-3M (11K65M),Cosmos 749,Retired,,Success,
1409,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",08/07/1975,05:05:00,Molniya-M /Block ML,Molniya-2 nâ Â­51,Retired,,Success,
1410,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11/07/1975,04:15:00,Vostok-2M,Meteor-2 nâ Â­1,Retired,,Success,
1411,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",15/07/1975,12:20:00,Soyuz U,Soyuz 19 (Apollo-Soyuz),Retired,,Success,Apollo-Soyuz
1412,NASA,"LC-39B, Kennedy Space Center, Florida, USA",15/07/1975,19:50:00,Saturn IB,ASTP (Apollo???Soyuz Test Project),Retired,,Success,Apollo???Soyuz Test Project
1413,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",17/07/1975,09:10:00,Cosmos-2I (63SM),Cosmos 750,Retired,,Success,
1414,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",23/07/1975,13:00:00,Voskhod,Cosmos 751,Retired,,Success,
1415,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",24/07/1975,19:00:00,Cosmos-3M (11K65M),Cosmos 752,Retired,,Success,
1416,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",26/07/1975,13:30:00,Feng Bao 1,JSSW-3,Retired,,Success,
1417,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",31/07/1975,13:00:00,Voskhod,Cosmos 753,Retired,,Success,
1418,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",13/08/1975,07:21:00,Voskhod,Cosmos 754,Retired,,Success,
1419,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",14/08/1975,13:29:00,Cosmos-3M (11K65M),Cosmos 755,Retired,,Success,
1420,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",20/08/1975,21:22:00,Titan IIIE,Viking 1,Retired,,Success,
1421,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",22/08/1975,02:11:00,Vostok-2M,Cosmos 756,Retired,,Success,
1422,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",27/08/1975,14:45:00,Voskhod,Cosmos 757,Retired,,Success,
1423,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",02/09/1975,13:09:00,Molniya-M /Block ML,Molniya-1 nâ Â­52,Retired,,Success,
1424,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",05/09/1975,14:49:00,Soyuz U,Cosmos 758,Retired,,Success,
1425,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",09/09/1975,00:19:00,Molniya-M /Block ML,Molniya-2 nâ Â­53,Retired,,Success,
1426,MHI,"LA-Y1, Tanegashima Space Center, Japan",09/09/1975,05:30:00,N-I,Kiku 1,Retired,,Success,
1427,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",09/09/1975,18:39:00,Titan IIIE,Viking 2,Retired,,Success,
1428,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",12/09/1975,05:30:00,Soyuz U,Cosmos 759,Retired,,Success,
1429,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/09/1975,09:00:00,Voskhod,Cosmos 760,Retired,,Success,
1430,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17/09/1975,07:10:00,Cosmos-3M (11K65M),Cosmos 761 to 768,Retired,,Success,
1431,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",18/09/1975,00:12:00,Vostok-2M,Meteor nâ Â­32,Retired,,Success,
1432,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",23/09/1975,10:00:00,Voskhod,Cosmos 769,Retired,,Success,
1433,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",24/09/1975,12:00:00,Cosmos-3M (11K65M),Cosmos 770,Retired,,Success,
1434,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",25/09/1975,09:49:00,Soyuz U,Cosmos 771,Retired,,Success,
1435,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",26/09/1975,00:17:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F1,Retired,,Success,
1436,CNES,"ELD, Guiana Space Centre, French Guiana, France",27/09/1975,14:00:00,Diamant BP4,Aura,Retired,,Success,
1437,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",29/09/1975,04:19:00,Soyuz U,Cosmos 772,Retired,,Success,
1438,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",30/09/1975,18:38:00,Cosmos-3M (11K65M),Cosmos 773,Retired,,Success,
1439,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",01/10/1975,08:30:00,Voskhod,Cosmos 774,Retired,,Success,
1440,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",09/10/1975,19:15:00,Titan III(24)B,OPS 5499,Retired,,Success,
1441,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",17/10/1975,14:29:00,Voskhod,Cosmos 776,Retired,,Success,
1442,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",29/10/1975,11:00:00,Tsyklon-2,Cosmos 777,Retired,,Success,
1443,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",04/11/1975,15:19:00,Voskhod,Cosmos 779,Retired,,Success,
1444,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",14/11/1975,19:13:00,Molniya-M /Block ML,Molniya-3 nâ Â­54,Retired,,Success,
1445,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15/11/1975,10:12:00,Cosmos-3M (11K65M),Cosmos 778,Retired,,Success,
1446,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",16/11/1975,03:29:00,Long March 2,FSW-0 No.1,Retired,,Success,
1447,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",17/11/1975,14:36:00,Soyuz U,Soyuz 20,Retired,,Success,
1448,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",21/11/1975,09:20:00,Voskhod,Cosmos 780,Retired,,Success,
1449,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21/11/1975,17:11:00,Cosmos-3M (11K65M),Cosmos 781,Retired,,Success,
1450,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",25/11/1975,17:00:00,Soyuz U,Cosmos 782,Retired,,Success,
1451,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28/11/1975,00:10:00,Cosmos-3M (11K65M),Cosmos 783,Retired,,Success,
1452,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",03/12/1975,10:00:00,Voskhod,Cosmos 784,Retired,,Success,
1453,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",04/12/1975,20:38:00,Titan IIID,KH-9 & S3,Retired,,Success,
1454,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",11/12/1975,17:00:00,Cosmos-3M (11K65M),Intercosmos-14,Retired,,Success,
1455,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",12/12/1975,12:45:00,Tsyklon-2,Cosmos 785,Retired,,Success,
1456,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",14/12/1975,05:15:00,Titan III(23)C,DSP-5,Retired,,Success,
1457,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",16/12/1975,09:21:00,Feng Bao 1,JSSW-4,Retired,,Success,
1458,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/12/1975,09:50:00,Voskhod,Cosmos 786,Retired,,Success,
1459,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",17/12/1975,11:06:00,Molniya-M /Block ML,Molniya-2 nâ Â­55,Retired,,Success,
1460,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",19/12/1975,14:00:00,Cosmos-3M (11K65M),DS-P1 satellite,Retired,,Failure,
1461,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22/12/1975,,Molniya-M /Block SO-L,Prognoz nâ Â­4,Retired,,Success,
1462,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",25/12/1975,19:00:00,Vostok-2M,Meteor nâ Â­33,Retired,,Success,
1463,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",27/12/1975,10:22:00,Molniya-M /Block ML,Molniya-3 nâ Â­56,Retired,,Success,
1464,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",06/01/1976,04:52:00,Cosmos-3M (11K65M),Cosmos 787,Retired,,Success,
1465,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",07/01/1976,15:34:00,Voskhod,Cosmos 788,Retired,,Success,
1466,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",15/01/1976,05:34:00,Titan IIIE,Helios-2,Retired,,Success,
1467,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",20/01/1976,17:07:00,Cosmos-3M (11K65M),Cosmos 789,Retired,,Success,
1468,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",22/01/1976,11:38:00,Molniya-M /Block ML,Molniya-1 nâ Â­57,Retired,,Success,
1469,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",22/01/1976,22:26:00,Cosmos-3M (11K65M),Cosmos 790,Retired,,Success,
1470,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28/01/1976,10:39:00,Cosmos-3M (11K65M),Cosmos 791 to 798,Retired,,Success,
1471,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29/01/1976,08:30:00,Voskhod,Cosmos 799,Retired,,Success,
1472,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",29/01/1976,23:56:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F2,Retired,,Success,
1473,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",03/02/1976,08:16:00,Cosmos-3M (11K65M),Cosmos 800,Retired,,Success,
1474,ISAS,"Mu Pad, Uchinoura Space Center, Japan",04/02/1976,05:00:00,Mu-III C,Corsa A,Retired,,Failure,
1475,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05/02/1976,14:39:00,Cosmos-2I (63SM),Cosmos 801,Retired,,Success,
1476,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",11/02/1976,08:50:00,Voskhod,Cosmos 802,Retired,,Success,
1477,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12/02/1976,13:00:00,Cosmos-3M (11K65M),Cosmos 803,Retired,,Success,
1478,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",16/02/1976,08:29:00,Tsyklon-2,Cosmos 804,Retired,,Success,
1479,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",20/02/1976,14:01:00,Soyuz U,Cosmos 805,Retired,,Success,
1480,MHI,"LA-Y1, Tanegashima Space Center, Japan",29/02/1976,03:30:00,N-I,Ume 1,Retired,,Success,
1481,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10/03/1976,08:00:00,Soyuz U,Cosmos 806,Retired,,Success,
1482,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11/03/1976,19:45:00,Molniya-M /Block ML,Molniya-1 nâ Â­58,Retired,,Success,
1483,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",12/03/1976,13:30:00,Cosmos-3M (11K65M),Cosmos 807,Retired,,Success,
1484,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",13/03/1976,17:15:00,Tsyklon-2,Cosmos 814,Retired,,Success,
1485,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",14/03/1976,01:25:00,Titan III(23)C,"LES-8, LES-9, Solrad-11a, Solrad-11b",Retired,,Success,
1486,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",16/03/1976,17:22:00,Vostok-2M,Cosmos 808,Retired,,Success,
1487,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",18/03/1976,09:15:00,Soyuz U,Cosmos 809,Retired,,Success,
1488,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",19/03/1976,19:31:00,Molniya-M /Block ML,Molniya-1 nâ Â­59,Retired,,Success,
1489,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",22/03/1976,18:14:00,Titan III(24)B,OPS 7600,Retired,,Success,
1490,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",26/03/1976,15:00:00,Voskhod,Cosmos 810,Retired,,Success,
1491,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",31/03/1976,12:50:00,Soyuz M,Cosmos 811,Retired,,Success,
1492,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",06/04/1976,04:14:00,Cosmos-3M (11K65M),Cosmos 812,Retired,,Success,
1493,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",07/04/1976,13:05:00,Vostok-2M,Meteor nâ Â­34,Retired,,Success,
1494,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",09/04/1976,08:30:00,Voskhod,Cosmos 813,Retired,,Success,
1495,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",28/04/1976,09:30:00,Voskhod,Cosmos 815,Retired,,Success,
1496,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28/04/1976,13:30:00,Cosmos-3M (11K65M),Cosmos 816,Retired,,Success,
1497,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",30/04/1976,19:12:00,Atlas-E/F MSD,NOSS-1,Retired,,Success,
1498,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",05/05/1976,07:50:00,Voskhod,Cosmos 817,Retired,,Success,
1499,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",08/05/1976,15:00:00,Cosmos-3M (11K65M),Cosmos 822,Retired,,Success,
1500,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",12/05/1976,17:57:00,Molniya-M /Block ML,Molniya-3 nâ Â­60,Retired,,Success,
1501,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",13/05/1976,22:28:00,Atlas-SLV3D Centaur-D1AR,Comstar D1,Retired,,Success,
1502,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",15/05/1976,13:30:00,Vostok-2M,Meteor nâ Â­35,Retired,,Success,
1503,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18/05/1976,11:00:00,Cosmos-2I (63SM),Cosmos 818,Retired,,Success,
1504,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20/05/1976,09:00:00,Voskhod,Cosmos 819,Retired,,Success,
1505,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",21/05/1976,07:00:00,Soyuz U,Cosmos 820,Retired,,Success,
1506,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",26/05/1976,09:00:00,Voskhod,Cosmos 821,Retired,,Success,
1507,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02/06/1976,22:30:00,Cosmos-3M (11K65M),Cosmos 823,Retired,,Success,
1508,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",02/06/1976,,Titan III(34)B Agena-D,Quasar 1,Retired,,Success,
1509,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",08/06/1976,07:00:00,Voskhod,Cosmos 824,Retired,,Success,
1510,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15/06/1976,13:19:00,Cosmos-3M (11K65M),Cosmos 825 to 832,Retired,,Success,
1511,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",16/06/1976,13:09:00,Voskhod,Cosmos 833,Retired,,Success,
1512,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",19/06/1976,,Cosmos-3M (11K65M),Intercosmos-15,Retired,,Success,
1513,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",24/06/1976,07:10:00,Soyuz U,Cosmos 834,Retired,,Success,
1514,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",26/06/1976,03:00:00,Titan III(23)C,DSP-6,Retired,,Success,
1515,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29/06/1976,07:20:00,Voskhod,Cosmos 835,Retired,,Success,
1516,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/06/1976,08:12:00,Cosmos-3M (11K65M),Cosmos 836,Retired,,Success,
1517,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",01/07/1976,08:05:00,Molniya-M /Block ML,Cosmos 837,Retired,,Partial Failure,
1518,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",02/07/1976,10:30:00,Tsyklon-2,Cosmos 838,Retired,,Success,
1519,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06/07/1976,12:08:00,Soyuz,Soyuz 21,Retired,,Success,
1520,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",08/07/1976,18:30:00,Titan IIID,"KH-9, S3 & SSF-D-1",Retired,,Success,
1521,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",08/07/1976,21:08:00,Cosmos-3M (11K65M),Cosmos 839,Retired,,Success,
1522,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",14/07/1976,09:00:00,Soyuz U,Cosmos 840,Retired,,Success,
1523,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15/07/1976,13:11:00,Cosmos-3M (11K65M),Cosmos 841,Retired,,Success,
1524,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21/07/1976,10:20:00,Cosmos-3M (11K65M),Cosmos 842,Retired,,Success,
1525,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",21/07/1976,15:14:00,Tsyklon-2,Cosmos 843,Retired,,Success,
1526,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",22/07/1976,15:40:00,Soyuz U,Cosmos 844,Retired,,Success,
1527,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",22/07/1976,22:04:00,Atlas-SLV3D Centaur-D1AR,Comstar D2,Retired,,Success,
1528,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",23/07/1976,15:49:00,Molniya-M /Block ML,Molniya-1 nâ Â­62,Retired,,Success,
1529,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",27/07/1976,05:21:00,Cosmos-3M (11K65M),Cosmos 845,Retired,,Success,
1530,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27/07/1976,12:00:00,Cosmos-3M (11K65M),Intercosmos-16,Retired,,Success,
1531,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",29/07/1976,20:02:00,Cosmos-3M (11K65M),Cosmos 846,Retired,,Success,
1532,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",04/08/1976,13:40:00,Soyuz U,Cosmos 847,Retired,,Success,
1533,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",06/08/1976,,Titan III(34)B Agena-D,Quasar 2,Retired,,Success,
1534,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",12/08/1976,13:30:00,Soyuz U,Cosmos 848,Retired,,Success,
1535,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18/08/1976,09:30:00,Cosmos-2I (63SM),Cosmos 849,Retired,,Success,
1536,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",26/08/1976,11:00:00,Cosmos-2I (63SM),Cosmos 850,Retired,,Success,
1537,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",27/08/1976,14:34:00,Vostok-2M,Cosmos 851,Retired,,Success,
1538,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",28/08/1976,09:00:00,Soyuz U,Cosmos 852,Retired,,Success,
1539,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",30/08/1976,11:45:00,Feng Bao 1,JSSW-5,Retired,,Success,
1540,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",01/09/1976,03:23:00,Molniya-M /Block ML,Cosmos 853,Retired,,Partial Failure,
1541,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",03/09/1976,09:20:00,Soyuz U,Cosmos 854,Retired,,Success,
1542,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",15/09/1976,09:48:00,Soyuz U,Soyuz 22,Retired,,Success,
1543,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",15/09/1976,18:50:00,Titan III(24)B,OPS 8533,Retired,,Success,
1544,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",21/09/1976,11:40:00,Soyuz U,Cosmos 855,Retired,,Success,
1545,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22/09/1976,09:30:00,Soyuz U,Cosmos 856,Retired,,Success,
1546,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",24/09/1976,15:00:00,Soyuz U,Cosmos 857,Retired,,Success,
1547,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/09/1976,07:04:00,Cosmos-3M (11K65M),Cosmos 858,Retired,,Success,
1548,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",04/10/1976,11:00:00,Soyuz U,Zenit-4MKT nâ Â­370,Retired,,Failure,
1549,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10/10/1976,09:35:00,Soyuz U,Cosmos 859,Retired,,Success,
1550,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",14/10/1976,17:39:00,Soyuz,Soyuz 23,Retired,,Success,
1551,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",15/10/1976,22:59:00,Vostok-2M,Meteor nâ Â­36,Retired,,Success,
1552,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",17/10/1976,18:06:00,Tsyklon-2,Cosmos 860,Retired,,Success,
1553,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",21/10/1976,16:53:00,Tsyklon-2,Cosmos 861,Retired,,Success,
1554,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",22/10/1976,09:11:00,Molniya-M /Block 2BL,Cosmos 862,Retired,,Success,
1555,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",25/10/1976,14:30:00,Soyuz U,Cosmos 863,Retired,,Success,
1556,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/10/1976,12:39:00,Cosmos-3M (11K65M),Cosmos 864,Retired,,Success,
1557,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",01/11/1976,11:20:00,Soyuz U,Cosmos 865,Retired,,Success,
1558,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",10/11/1976,09:05:00,Feng Bao 1,JSSW-6,Retired,,Failure,
1559,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",11/11/1976,10:45:00,Soyuz U,Cosmos 866,Retired,,Success,
1560,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",23/11/1976,16:27:00,Soyuz U,Cosmos 867,Retired,,Success,
1561,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25/11/1976,,Molniya-M /Block SO-L,Prognoz nâ Â­5,Retired,,Success,
1562,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",26/11/1976,14:30:00,Tsyklon-2,Cosmos 868,Retired,,Success,
1563,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",29/11/1976,16:04:00,Soyuz U,Cosmos 869,Retired,,Success,
1564,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02/12/1976,00:17:00,Cosmos-3M (11K65M),Cosmos 870,Retired,,Success,
1565,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",02/12/1976,02:44:00,Molniya-M /Block ML,Molniya-2 nâ Â­64,Retired,,Success,
1566,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",07/12/1976,04:38:00,Long March 2,FSW-0 No.2,Retired,,Success,
1567,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",09/12/1976,10:00:00,Soyuz U,Cosmos 879,Retired,,Success,
1568,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",09/12/1976,20:00:00,Cosmos-3M (11K65M),Cosmos 880,Retired,,Success,
1569,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15/12/1976,13:59:00,Cosmos-3M (11K65M),Cosmos 883,Retired,,Success,
1570,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",16/12/1976,10:23:00,Cosmos-3M (11K65M),Cosmos 871 to 878,Retired,,Success,
1571,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",17/12/1976,09:30:00,Soyuz U,Cosmos 884,Retired,,Success,
1572,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17/12/1976,12:00:00,Cosmos-3M (11K65M),Cosmos 885,Retired,,Success,
1573,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",19/12/1976,18:19:00,Titan IIID,KH-11,Retired,,Success,
1574,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",27/12/1976,12:05:00,Tsyklon-2,Cosmos 886,Retired,,Success,
1575,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28/12/1976,06:38:00,Molniya-M /Block ML,Molniya-3 nâ Â­65,Retired,,Success,
1576,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28/12/1976,07:49:00,Cosmos-3M (11K65M),Cosmos 887,Retired,,Success,
1577,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06/01/1977,09:40:00,Soyuz U,Cosmos 888,Retired,,Success,
1578,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",06/01/1977,23:17:00,Vostok-2M,Meteor-2 nâ Â­2,Retired,,Success,
1579,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20/01/1977,08:30:00,Soyuz U,Cosmos 889,Retired,,Success,
1580,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",20/01/1977,20:05:00,Cosmos-3M (11K65M),Cosmos 890,Retired,,Success,
1581,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02/02/1977,12:30:00,Cosmos-3M (11K65M),Cosmos 891,Retired,,Success,
1582,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",06/02/1977,06:00:00,Titan III(23)C,DSP-7,Retired,,Success,
