Country,Active,Retired,TotalCompaniesPerCountry,Company,Year,Rocket,MissionStatus,RocketStatus,Location,Date,Mission,SuccessfulLaunches,UnsuccessfulLaunches,SuccessToFailureRatio,SuccesfullLaunches,UnsuccessfullLaunches,TotalLaunches
USA,,,,Boeing,,Delta II 7925,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",05/09/1995,Koreasat 1,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39A, Kennedy Space Center, Florida, USA",07/09/1995,STS-69,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-2, Guiana Space Centre, French Guiana, France",24/09/1995,Telstar 402R,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",06/10/1995,Cosmos 2321,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-2, Guiana Space Centre, French Guiana, France",19/10/1995,Astra 1E,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39B, Kennedy Space Center, Florida, USA",20/10/1995,STS-73,,,,,,
USA,,,,Lockheed,,Atlas II,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",22/10/1995,USA-114 (UHF F6),,,,,,
USA,,,,EER,,Conestoga-1620,,,"LP-0A, Wallops Flight Facility, Virginia, USA",23/10/1995,METEOR,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",31/10/1995,Cosmos 2322,,,,,,
USA,,,,Boeing,,Delta II 7920-10,,,"SLC-2W, Vandenberg AFB, California, USA",04/11/1995,RADARSAT-1 and SURFSAT,,,,,,
USA,,,,Lockheed,,Titan IV(401)A,,,"SLC-40, Cape Canaveral AFS, Florida, USA",06/11/1995,Milstar DFS-2,,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39A, Kennedy Space Center, Florida, USA",12/11/1995,STS-74,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",17/11/1995,Infrared Space Observatory,,,,,,
China,,,,CASC,,Long March 2E,,,"LC-2, Xichang Satellite Launch Center, China",28/11/1995,AsiaSat 2,,,,,,
USA,,,,Lockheed,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",02/12/1995,SOHO,,,,,,
USA,,,,Lockheed,,Titan IV(404)A,,,"SLC-4E, Vandenberg AFB, California, USA",05/12/1995,KH-11 Kennen,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",06/12/1995,"Telecom 2C, Insat 2C",,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",15/12/1995,Galaxy 3R,,,,,,
Kazakhstan,,,,VKS RF,,Tsyklon-2,,,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",20/12/1995,Cosmos 2326,,,,,,
Kazakhstan,,,,VKS RF,,Molniya-M /Block 2BL,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",28/12/1995,IRS-1C & Skipper,,,,,,
China,,,,CASC,,Long March 2E,,,"LC-2, Xichang Satellite Launch Center, China",28/12/1995,EchoStar 1,,,,,,
USA,,,,Boeing,,Delta II 7920-10,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",30/12/1995,XTE,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39B, Kennedy Space Center, Florida, USA",11/01/1996,STS-72,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",12/01/1996,"Panamsat-3R, Measat-1",,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",14/01/1996,Koreasat-2,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",16/01/1996,Cosmos 2327,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",01/02/1996,Palapa C1,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",05/02/1996,N-Star B,,,,,,
China,,,,CASC,,Long March 3B,,,"LC-2, Xichang Satellite Launch Center, China",14/02/1996,Intelsat 708,,,,,,
USA,,,,Boeing,,Delta II 7925-8,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",17/02/1996,NEAR,,,,,,
Russia,,,,VKS RF,,Tsyklon-3,,,"Site 32/1, Plesetsk Cosmodrome, Russia",19/02/1996,Cosmos 2328 to 2330 & Gonets 1 to 3,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39B, Kennedy Space Center, Florida, USA",22/02/1996,STS-75,,,,,,
USA,,,,Boeing,,Delta II 7925-10,,,"SLC-2W, Vandenberg AFB, California, USA",24/02/1996,Polar,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",09/03/1996,REX II,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",14/03/1996,Intelsat 707,,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39B, Kennedy Space Center, Florida, USA",22/03/1996,STS-76,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",28/03/1996,USA-117 (GPS IIA-16),,,,,,
USA,,,,ILS,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",03/04/1996,Inmarsat 3-F1,,,,,,
France,,,,Arianespace,,Ariane 42P,,,"ELA-2, Guiana Space Centre, French Guiana, France",20/04/1996,M-SAT-1,,,,,,
USA,,,,Boeing,,Delta II 7920-10,,,"SLC-2W, Vandenberg AFB, California, USA",24/04/1996,MSX,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",24/04/1996,Cosmos 2265,,,,,,
USA,,,,Lockheed,,Titan IV(401)A,,,"SLC-41, Cape Canaveral AFS, Florida, USA",24/04/1996,Mercury,,,,,,
USA,,,,Lockheed,,Atlas I,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",30/04/1996,BeppoSAX,,,,,,
USA,,,,Lockheed,,Titan IV(403)A,,,"SLC-4E, Vandenberg AFB, California, USA",12/05/1996,"SLDCOM, NOSS 3x, TiPS 2x",,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",16/05/1996,"Palapa C2, AMOS-1",,,,,,
USA,,,,Northrop,,Pegasus,,,"Stargazer, Vandenberg AFB, California, USA",17/05/1996,MSTI-3,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39B, Kennedy Space Center, Florida, USA",19/05/1996,STS-77,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",24/05/1996,Galaxy 9,,,,,,
France,,,,ESA,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",04/06/1996,Cluster,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",15/06/1996,Intelsat 709,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39B, Kennedy Space Center, Florida, USA",20/06/1996,STS-78,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",02/07/1996,TOMS,,,,,,
USA,,,,Lockheed,,Titan IV(405)A,,,"SLC-40, Cape Canaveral AFS, Florida, USA",03/07/1996,SDS,,,,,,
China,,,,CASC,,Long March 3,,,"LC-3, Xichang Satellite Launch Center, China",03/07/1996,Apstar 1A,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",09/07/1996,"Arabsat-2A, T??rksat 1C",,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",16/07/1996,USA-126 (GPS IIA-17),,,,,,
USA,,,,Lockheed,,Atlas II,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",25/07/1996,UHF F7,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",08/08/1996,"Italsat F2, Telecom 2D",,,,,,
Russia,,,,VKS RF,,Molniya-M /Block ML,,,"Site 43/3, Plesetsk Cosmodrome, Russia",14/08/1996,Molniya-1T nâ Â­164,,,,,,
China,,,,CASC,,Long March 3,,,"LC-3, Xichang Satellite Launch Center, China",18/08/1996,Chinasat-7,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",21/08/1996,FAST,,,,,,
Russia,,,,RVSN USSR,,Molniya-M /Block SO-L,,,"Site 43/3, Plesetsk Cosmodrome, Russia",29/08/1996,"Interbol 2, Magion5 & Victor",,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",04/09/1996,Cosmos 2333,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",05/09/1996,Cosmos 2334 & UNAMSAT-B,,,,,,
USA,,,,ILS,,Atlas IIA,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",08/09/1996,GE-1,,,,,,
France,,,,Arianespace,,Ariane 42P,,,"ELA-2, Guiana Space Centre, French Guiana, France",11/09/1996,Echostar-2,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",12/09/1996,USA-128 (GPS IIA-18),,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39A, Kennedy Space Center, Florida, USA",16/09/1996,STS-79,,,,,,
China,,,,CASC,,Long March 2D,,,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",20/10/1996,FSW-2 No.3,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block ML,,,"Site 43/4, Plesetsk Cosmodrome, Russia",24/10/1996,Molniya-3 nâ Â­165,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",04/11/1996,HETE & SAC-B,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",07/11/1996,Mars Global Surveyor,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",13/11/1996,"Arabsat-2B, Measat-2",,,,,,
USA,,,,ILS,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",21/11/1996,Hot Bird 2,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",04/12/1996,Mars Pathfinder,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39B, Kennedy Space Center, Florida, USA",07/12/1996,STS-80,,,,,,
Kazakhstan,,,,VKS RF,,Tsyklon-2,,,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",11/12/1996,Cosmos 2335,,,,,,
USA,,,,ILS,,Atlas IIA,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",18/12/1996,Inmarsat 3-F3,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",20/12/1996,Cosmos 2336,,,,,,
USA,,,,Lockheed,,Titan IV(404)A,,,"SLC-4E, Vandenberg AFB, California, USA",20/12/1996,NROL-2 (KH-11 Kennen),,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39B, Kennedy Space Center, Florida, USA",12/01/1997,STS-81,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",17/01/1997,GPS IIR-1,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",30/01/1997,"GE-2, Nahuel 1A",,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39A, Kennedy Space Center, Florida, USA",11/02/1997,STS-82,,,,,,
Russia,,,,VKS RF,,Tsyklon-3,,,"Site 32/2, Plesetsk Cosmodrome, Russia",14/02/1997,Cosmos 2337 to 2339 & Gonets 4 to 6,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",17/02/1997,JCSAT-4,,,,,,
USA,,,,Lockheed,,Titan IV(402)B,,,"SLC-40, Cape Canaveral AFS, Florida, USA",23/02/1997,DSP,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",01/03/1997,Intelsat 801,,,,,,
Russia,,,,MITT,,Start-1,,,"Svobodny Cosmodrome, Russia",04/03/1997,Zeya,,,,,,
USA,,,,ILS,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",08/03/1997,Tempo 2,,,,,,
USA,,,,Lockheed,,Titan II(23)G,,,"SLC-4W, Vandenberg AFB, California, USA",04/04/1997,USA-131,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39A, Kennedy Space Center, Florida, USA",04/04/1997,STS-83,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",16/04/1997,"Thaicom 3, BSAT 1a",,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",17/04/1997,Cosmos 2341,,,,,,
USA,,,,Lockheed,,Atlas I,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",25/04/1997,GOES-K,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",05/05/1997,MS-1,,,,,,
China,,,,CASC,,Long March 3A,,,"LC-2, Xichang Satellite Launch Center, China",11/05/1997,ChinaSat 6,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block 2BL,,,"Site 43/4, Plesetsk Cosmodrome, Russia",14/05/1997,Cosmos 2342,,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39A, Kennedy Space Center, Florida, USA",15/05/1997,STS-84,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",20/05/1997,Tselina-2 nâ Â­19,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",20/05/1997,Telenor Thor II,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",03/06/1997,"Inmarsat 3 F4, Insat 2D",,,,,,
China,,,,CASC,,Long March 3,,,"LC-3, Xichang Satellite Launch Center, China",10/06/1997,Fengyun-2A,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",25/06/1997,Intelsat 802,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39A, Kennedy Space Center, Florida, USA",01/07/1997,STS-94,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",09/07/1997,MS-2,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",23/07/1997,USA-132 (GPS IIR-2),,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",28/07/1997,Superbird C,,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39A, Kennedy Space Center, Florida, USA",07/08/1997,STS-85,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",08/08/1997,Panamsat-6,,,,,,
China,,,,CASC,,Long March 3B,,,"LC-2, Xichang Satellite Launch Center, China",19/08/1997,Agila-2,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",21/08/1997,MS-3,,,,,,
USA,,,,Lockheed,,Athena I,,,"SLC-6, Vandenberg AFB, California, USA",23/08/1997,Lewis,,,,,,
USA,,,,Boeing,,Delta II 7920-8,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",25/08/1997,Advanced Composition Explorer,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",29/08/1997,FORTE,,,,,,
China,,,,CASC,,Long March 2C,,,"LC-7, Taiyuan Satellite Launch Center, China",01/09/1997,Iridium mass simulator A&B,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",02/09/1997,"Hot Bird 3, Meteosat 7",,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",04/09/1997,GE-3,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",23/09/1997,Cosmos 2346 & FAISAT-2V,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",23/09/1997,Intelsat 803,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block ML,,,"Site 43/3, Plesetsk Cosmodrome, Russia",24/09/1997,Molniya-1T nâ Â­166,,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39A, Kennedy Space Center, Florida, USA",25/09/1997,STS-86,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",27/09/1997,MS-4,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",05/10/1997,Echostar 3,,,,,,
USA,,,,Lockheed,,Titan IV(401)B,,,"SLC-40, Cape Canaveral AFS, Florida, USA",15/10/1997,Cassini???Huygens,,,,,,
China,,,,CASC,,Long March 3B,,,"LC-2, Xichang Satellite Launch Center, China",16/10/1997,Apstar 2R,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Wallops Flight Facility, Virginia, USA",22/10/1997,STEP-4,,,,,,
USA,,,,Lockheed,,Titan IV(403)A,,,"SLC-4E, Vandenberg AFB, California, USA",24/10/1997,NROL-3 (Lacrosse),,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",25/10/1997,DSCS IIIB-13,,,,,,
France,,,,ESA,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",30/10/1997,"MaqSat-H, TEAMSAT, MaqSat-B, YES",,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",06/11/1997,USA-134 (GPS IIA-19),,,,,,
USA,,,,Lockheed,,Titan IV(401)A,,,"SLC-41, Cape Canaveral AFS, Florida, USA",08/11/1997,NROL-4 (Trumpet),,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",09/11/1997,MS-5,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39B, Kennedy Space Center, Florida, USA",19/11/1997,STS-87,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",02/12/1997,"JCSAT-5, Equator S",,,,,,
China,,,,CASC,,Long March 2C,,,"LC-7, Taiyuan Satellite Launch Center, China",08/12/1997,Iridium 42 & 44,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",08/12/1997,Galaxy 8i,,,,,,
Kazakhstan,,,,VKS RF,,Tsyklon-2,,,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",09/12/1997,Cosmos 2347,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",12/12/1997,"Sirius-2, Cakrawarta-1",,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",20/12/1997,MS-6,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-2, Guiana Space Centre, French Guiana, France",22/12/1997,Intelsat 804,,,,,,
USA,,,,Northrop,,Pegasus XL/HAPS,,,"Stargazer, Wallops Flight Facility, Virginia, USA",23/12/1997,Orbcomm A1-A8,,,,,,
Russia,,,,MITT,,Start-1,,,"Svobodny Cosmodrome, Russia",24/12/1997,Earlybird 1,,,,,,
Kazakhstan,,,,ILS,,Proton K/Block DM-3,,,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",24/12/1997,PAS-22,,,,,,
USA,,,,Lockheed,,Athena II,,,"SLC-46, Cape Canaveral AFS, Florida, USA",07/01/1998,Lunar Prospector,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/01/1998,Skynet 4D,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39A, Kennedy Space Center, Florida, USA",22/01/1998,STS-89,,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",29/01/1998,NROL-5/SDS,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",04/02/1998,"Brasilsat B3, Inmarsat-3 F5",,,,,,
USA,,,,Northrop,,Minotaur C (Taurus),,,"SLC-576E, Vandenberg AFB, California, USA",10/02/1998,GFO & Orbcomm 11 and 12,,,,,,
USA,,,,Boeing,,Delta II 7420-10C,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",14/02/1998,Globalstar-1,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",18/02/1998,MS-7,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Wallops Flight Facility, Virginia, USA",26/02/1998,SNOE & BATSAT,,,,,,
France,,,,Arianespace,,Ariane 42P,,,"ELA-2, Guiana Space Centre, French Guiana, France",27/02/1998,Hot Bird 4,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",28/02/1998,Intelsat 806,,,,,,
USA,,,,Lockheed,,Atlas II,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",16/03/1998,UHF F8,,,,,,
France,,,,Arianespace,,Ariane 40,,,"ELA-2, Guiana Space Centre, French Guiana, France",24/03/1998,SPOT-4,,,,,,
China,,,,CASC,,Long March 2C,,,"LC-7, Taiyuan Satellite Launch Center, China",25/03/1998,Iridium 51 & 61,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",30/03/1998,MS-8,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",02/04/1998,TRACE,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39B, Kennedy Space Center, Florida, USA",17/04/1998,STS-90,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",24/04/1998,Globalstar-2,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",28/04/1998,"Nilesat-101, BSAT-1B",,,,,,
China,,,,CASC,,Long March 2C,,,"LC-7, Taiyuan Satellite Launch Center, China",02/05/1998,Iridium 69 & 71,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block 2BL,,,"Site 16/2, Plesetsk Cosmodrome, Russia",07/05/1998,Cosmos 2351,,,,,,
USA,,,,Lockheed,,Titan IV(401)B,,,"SLC-40, Cape Canaveral AFS, Florida, USA",09/05/1998,NROL-6 (Mentor),,,,,,
USA,,,,Lockheed,,Titan II(23)G,,,"SLC-4W, Vandenberg AFB, California, USA",13/05/1998,NOAA-15,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",17/05/1998,MS-9,,,,,,
China,,,,CASC,,Long March 3B,,,"LC-2, Xichang Satellite Launch Center, China",30/05/1998,ChinaStar 1,,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39A, Kennedy Space Center, Florida, USA",02/06/1998,STS-91,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",10/06/1998,Thor III,,,,,,
Russia,,,,VKS RF,,Tsyklon-3,,,"Site 32/1, Plesetsk Cosmodrome, Russia",15/06/1998,Cosmos 2352 to 2357,,,,,,
China,,,,CASC,,Long March 3B,,,"LC-2, Xichang Satellite Launch Center, China",18/06/1998,SinoSat 1,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",18/06/1998,Intelsat 805,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block ML,,,"Site 43/3, Plesetsk Cosmodrome, Russia",01/07/1998,Molniya-3 nâ Â­167,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",10/07/1998,Resurs-O1 nâ Â­4 & Others,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",28/07/1998,Cosmos 2360,,,,,,
USA,,,,Northrop,,Pegasus XL/HAPS,,,"Stargazer, Wallops Flight Facility, Virginia, USA",02/08/1998,Orbcomm B1 - B8,,,,,,
USA,,,,Lockheed,,Titan IV(401)A,,,"SLC-41, Cape Canaveral AFS, Florida, USA",12/08/1998,NROL-7 (Mercury),,,,,,
Russia,,,,RVSN USSR,,Molniya-M /Block ML,,,"Site 41/1, Plesetsk Cosmodrome, Russia",12/08/1998,Molniya-1 nâ Â­133,,,,,,
China,,,,CASC,,Long March 2C,,,"LC-7, Taiyuan Satellite Launch Center, China",19/08/1998,Iridium 76 & 78,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",24/08/1998,Deep Space 1,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",25/08/1998,ST-1,,,,,,
USA,,,,Boeing,,Delta III 8930,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",27/08/1998,Galaxy 10,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",08/09/1998,MS-10,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",09/09/1998,Globalstar Satellites,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",16/09/1998,Panamsat-7,,,,,,
USA,,,,Northrop,,Pegasus XL/HAPS,,,"Stargazer, Wallops Flight Facility, Virginia, USA",23/09/1998,Orbcomm C1 - C8,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block ML,,,"Site 43/3, Plesetsk Cosmodrome, Russia",28/09/1998,Molniya-1T nâ Â­168,,,,,,
USA,,,,Northrop,,Minotaur C (Taurus),,,"SLC-576E, Vandenberg AFB, California, USA",03/10/1998,STEX (NROL-8),,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",05/10/1998,"Eutelsat W2, Sirius-3",,,,,,
USA,,,,ILS,,Atlas IIA,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",09/10/1998,Hot Bird 5,,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",20/10/1998,UHF F9,,,,,,
France,,,,ESA,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",21/10/1998,MaqSat 3 & ARD,,,,,,
