Country,Active,Retired,TotalCompaniesPerCountry,Company,Year,Rocket,MissionStatus,RocketStatus,Location,Date,Mission,SuccessfulLaunches,UnsuccessfulLaunches,SuccessToFailureRatio,SuccesfullLaunches,UnsuccessfullLaunches,TotalLaunches
USA,,,,General Dynamics,1960,Atlas-D Able,Failure,Retired,,,,,,,,,
USA,,,,NASA,1960,Mercury-Redstone,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1960,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1960,Vostok,Failure,Retired,,,,,,,,,
USA,,,,NASA,1961,Mercury-Redstone,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1961,Atlas-LV3 Agena-A,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1961,Molniya,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1961,Molniya,Success,Retired,,,,,,,,,
USA,,,,NASA,1961,Scout X-1,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,NASA,1961,Atlas-D Mercury,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor-DM21 Ablestar,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1961,Vostok,Success,Retired,,,,,,,,,
USA,,,,NASA,1961,Mercury-Redstone,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1961,Vostok,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-19 Delta,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1961,Vostok,Success,Retired,,,,,,,,,
USA,,,,NASA,1961,Atlas-D Mercury,Failure,Retired,,,,,,,,,
USA,,,,NASA,1961,Mercury-Redstone,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor-DM21 Ablestar,Success,Retired,,,,,,,,,
USA,,,,NASA,1961,Scout X-1,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-19 Delta,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1961,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,NASA,1961,Mercury-Redstone,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1961,Vostok,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-19 Delta,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1961,Atlas-LV3 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,NASA,1961,Scout X-1,Partial Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1961,Atlas-LV3 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,NASA,1961,Atlas-D Mercury,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1961,Atlas-LV3 Agena-B,Partial Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1961,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
USA,,,,NASA,1961,Blue Scout II,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor-DM21 Ablestar,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1961,Atlas-LV3 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1961,Atlas-LV3 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,NASA,1961,Atlas-D Mercury,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1961,Vostok,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1961,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1961,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1961,Atlas-LV3 Agena-B,Partial Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor-DM21 Ablestar,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Partial Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-19 Delta,Success,Retired,,,,,,,,,
USA,,,,NASA,1962,Atlas-D Mercury,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Partial Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-19 Delta,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1962,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1962,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1962,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Vostok,Success,Retired,,,,,,,,,
USA,,,,NASA,1962,Scout X-2,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-19 Delta,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3C Centaur-A,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor-DM21 Ablestar,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,NASA,1962,Atlas-D Mercury,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Scout X-2M,Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1962,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Vostok-2,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor-DM18 Agena-A,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-19 Delta,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-D,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1962,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-19 Delta,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-D,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Vostok,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Vostok,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1962,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Scout X-2M,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Molniya,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Molniya,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Molniya,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-19 Delta,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-D,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Delta A,Success,Retired,,,,,,,,,
USA,,,,NASA,1962,Atlas-D Mercury,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1962,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Molniya,Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1962,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-D,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Delta A,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor-DM21 Ablestar,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Molniya,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Molniya,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-D,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-D,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Delta B,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Thor DM-21 Agena-D,Success,Retired,,,,,,,,,
USA,,,,NASA,1962,Scout X-3,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1962,Atlas-LV3 Agena-B,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1962,Scout X-3,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1962,Vostok-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Molniya,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Molniya,Failure,Retired,,,,,,,,,
USA,,,,US Air Force,1963,Scout X-3M,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Molniya,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1963,Scout X-3,Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1963,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1963,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1963,Scout X-2M,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,NASA,1963,Atlas-D Mercury,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1963,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok-2,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1963,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3 Agena-B,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1963,Scout X-3,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1963,Scout X-4,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok-2,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1963,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1963,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1963,Scout X-2B,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok-2,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1963,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Poliot,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Molniya,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3C Centaur-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok-2,Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1963,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1963,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1963,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,NASA,1963,Scout X-4,Success,Retired,,,,,,,,,
USA,,,,NASA,1964,Saturn I,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Molniya,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1964,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1964,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Molniya,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Molniya,Partial Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Molniya,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,NASA,1964,Titan II GLV,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Poliot,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Molniya,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
USA,,,,NASA,1964,Saturn I,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Molniya,Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1964,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3C Centaur-C,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1964,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Cosmos-1 (65S3),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Molniya,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1964,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2M,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1964,Titan IIIA,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Voskhod,Success,Retired,,,,,,,,,
USA,,,,NASA,1964,Saturn I,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-SLV3 Agena-D,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Voskhod,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Cosmos-1 (65S3),Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1964,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1964,Molniya,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1964,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1964,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,US Air Force,1964,Titan IIIA,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1964,Atlas-LV3C Centaur-C,Partial Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,NASA,1965,Titan II GLV,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-D OV1,Failure,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1965,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,US Air Force,1965,Titan IIIA,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1965,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
USA,,,,NASA,1965,Saturn I,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1965,Cosmos-2I (63S1),Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Cosmos-1 (65S3),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Vostok-2M,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-LV3C Centaur-C,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Cosmos-1 (65S3),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-LV3 Agena-B,Success,Retired,,,,,,,,,
USA,,,,NASA,1965,Titan II GLV,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
USA,,,,US Air Force,1965,Titan IIIA,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Vostok-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya,Success,Retired,,,,,,,,,
USA,,,,NASA,1965,Saturn I,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-D OV1,Failure,Retired,,,,,,,,,
USA,,,,NASA,1965,Titan II GLV,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,Martin Marietta,1965,Titan IIIC,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1965,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Vostok-2,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Cosmos-1 (65S3),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Proton,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-LV3 Agena-D,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1965,Cosmos-2I (63S1),Success,Retired,,,,,,,,,
USA,,,,NASA,1965,Saturn I,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-LV3C Centaur-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Vostok-2,Success,Retired,,,,,,,,,
USA,,,,NASA,1965,Titan II GLV,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Cosmos-1 (65S3),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Cosmos-1 (65S3),Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya-M /Block L,Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-D OV1,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya,Success,Retired,,,,,,,,,
USA,,,,Martin Marietta,1965,Titan IIIC,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1965,Cosmos-2I (63SM),Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Failure,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Voskhod,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Proton,Success,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1965,Cosmos-2I (63SM),Success,Retired,,,,,,,,,
USA,,,,General Dynamics,1965,Atlas-SLV3 Agena-D,Success,Retired,,,,,,,,,
Kazakhstan,,,,RVSN USSR,1965,Molniya,Success,Retired,,,,,,,,,
